Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
10408,1723,5,102400,Jaguar,F-Pace,2021,5'000 - 9'999,550,Weiss,0,3,0
10409,1784,5,15990,Renault,Scénic,2017,60'000 - 64'999,130,Schwarz,1,2,1
10410,1784,5,13999,Ford,Focus,2015,100'000 - 109'999,150,Sonstige,0,2,1
10411,1752,5,55100,Opel,Insignia,2021,5'000 - 9'999,230,Sonstige,0,0,0
10413,1752,5,29900,Opel,Grandland X,2019,30'000 - 34'999,181,Grau,0,3,0
10414,1656,2,8900,Honda,Prelude,1987,110'000 - 119'999,100,Weiss,0,5,1
10415,1752,5,21590,Mazda,2,2021,5'000 - 9'999,90,Sonstige,2,1,1
10417,1752,5,39400,Mazda,CX-5,2022,5'000 - 9'999,194,Sonstige,0,3,0
10418,3178,5,8900,BMW,X-serien,2006,160'000 - 169'999,218,Silber,1,3,0
10419,3215,5,6700,Chevrolet,Captiva,2010,120'000 - 129'999,136,Schwarz,0,3,1
10420,1723,5,33100,Kia,Xceed,2021,0 - 4'999,160,Schwarz,0,1,0
10422,1752,5,27790,Opel,Astra,2021,10'000 - 14'999,145,Sonstige,0,1,0
10423,3178,5,12990,Skoda,Fabia,2016,110'000 - 119'999,110,Weiss,0,0,1
10424,3286,5,8500,Honda,Insight,2011,140'000 - 149'999,88,Weiss,2,1,0
10425,1752,5,32490,Opel,Mokka,2022,0 - 4'999,110,Sonstige,1,3,1
10426,1752,5,19900,Opel,Mokka,2018,45'000 - 49'999,152,Sonstige,0,3,0
10427,3178,5,6900,Saab,9-3,2006,150'000 - 159'999,210,Silber,0,0,0
10428,3286,5,7500,Citroën,C3,2015,40'000 - 44'999,82,Rot,0,1,1
10429,1474,5,12900,Volkswagen,Golf,2008,130'000 - 139'999,230,Schwarz,0,1,1
10430,1785,2,23900,Chevrolet,Silverado,1964,140'000 - 149'999,200,Braun,0,3,1
10431,1618,5,21500,Subaru,Levorg,2018,80'000 - 84'999,170,Schwarz,0,0,0
10432,1694,5,18150,Ford,Focus,2013,80'000 - 84'999,250,Weiss,0,0,1
10433,1595,2,39900,Pontiac,Firebird,1978,110'000 - 119'999,220,Schwarz,0,5,0
10434,1541,5,6000,Chevrolet,Spark,2014,75'000 - 79'999,68,Blau,0,1,1
10435,3175,2,59900,Ford,Mustang,1965,95'000 - 99'999,205,Weiss,0,5,1
10436,1752,5,24390,Opel,Corsa,2021,10'000 - 14'999,100,Sonstige,0,1,0
10437,1772,5,7200,SEAT,Mii,2016,25'000 - 29'999,68,Gelb,0,1,1
10439,3178,5,16990,Skoda,Octavia,2018,140'000 - 149'999,115,Blau,1,0,1
10440,1752,5,24990,Opel,Mokka,2018,25'000 - 29'999,152,Sonstige,0,3,0
10442,3178,5,14900,Audi,A5,2011,170'000 - 179'999,239,Schwarz,1,1,0
10444,3185,5,12500,Volkswagen,Golf,2017,160'000 - 169'999,150,Rot,1,0,0
10446,3178,5,12990,Dodge,Durango,2006,160'000 - 169'999,350,Grau,0,3,0
10448,1715,3,9990,Volkswagen,Polo,1991,0 - 4'999,150,Sonstige,0,0,1
10449,1752,5,29990,Opel,Crossland,2021,5'000 - 9'999,130,Sonstige,0,3,1
10450,1752,2,19990,Opel,Cascada,2015,45'000 - 49'999,170,Sonstige,0,4,0
10452,3178,5,13300,BMW,X-serien,2010,180'000 - 189'999,184,Silber,1,3,0
10454,1700,2,6490,Fiat,Barchetta,1995,140'000 - 149'999,130,Blau,0,4,1
10455,1796,2,8500,Mercedes-Benz,SLK,2005,150'000 - 159'999,163,Schwarz,0,4,1
10456,1752,5,24590,Opel,Corsa,2021,10'000 - 14'999,130,Sonstige,0,1,0
10457,3178,3,21900,Land Rover,Defender,2001,200'000 - 249'999,122,Schwarz,1,3,1
10458,3178,5,4990,Peugeot,308,2008,130'000 - 139'999,95,Grau,0,0,1
10459,1723,5,32900,Suzuki,SX4,2022,0 - 4'999,129,Grau,2,1,0
10460,1784,5,12999,Renault,Scénic,2016,120'000 - 129'999,110,Schwarz,1,2,1
10461,1646,5,6900,Audi,A4,2011,190'000 - 199'999,160,Schwarz,0,0,1
10462,1752,5,13950,Opel,Mokka,2016,65'000 - 69'999,140,Sonstige,0,3,1
10463,3286,5,6000,Opel,Insignia,2013,200'000 - 249'999,130,Weiss,1,0,1
10465,1483,5,13800,Opel,Corsa,2020,15'000 - 19'999,100,Rot,0,1,1
10466,1753,5,16990,Volkswagen,Polo,2016,20'000 - 24'999,90,Blau,0,1,0
10467,3178,5,5900,Skoda,Octavia,2003,130'000 - 139'999,150,Silber,0,0,1
10468,1772,5,3200,Chevrolet,Spark,2010,150'000 - 159'999,68,Weiss,0,1,1
10469,1752,5,79900,Mercedes-Benz,GL,2020,20'000 - 24'999,390,Schwarz,0,5,0
10470,1784,5,21990,Volkswagen,Golf,2017,90'000 - 94'999,150,Blau,1,0,0
10471,1630,5,1600,Suzuki,Liana,2006,170'000 - 179'999,107,Schwarz,0,1,1
10472,3178,3,10999,Fiat,500,2015,35'000 - 39'999,84,Rot,0,1,1
10473,3178,5,18900,BMW,3er,2015,170'000 - 179'999,313,Grau,1,0,0
10475,1753,5,45390,Audi,A4,2020,15'000 - 19'999,190,Schwarz,1,0,0
10476,1752,2,38500,Mazda,MX-5,2021,5'000 - 9'999,184,Grau,0,4,1
10478,3286,5,2000,Subaru,Impreza,2011,200'000 - 249'999,150,Grau,1,0,1
10479,3178,5,4190,Chrysler,PT Cruiser,2007,190'000 - 199'999,143,Sonstige,0,2,1
10480,3182,5,18500,Mercedes-Benz,300,1991,200'000 - 249'999,132,Sonstige,0,1,0
10481,1752,4,41990,Opel,Zafira,2021,5'000 - 9'999,150,Sonstige,1,2,1
10482,1700,2,40000,Pontiac,Trans Am,1979,75'000 - 79'999,200,Blau,0,5,0
10487,1753,5,39390,Volkswagen,Tiguan,2019,45'000 - 49'999,230,Grau,0,3,0
10488,1527,3,9900,BMW,316,1978,85'000 - 89'999,90,Blau,0,1,1
10489,3175,3,9000,Mercedes-Benz,CLC,2009,100'000 - 109'999,143,Schwarz,0,5,0
10490,1752,5,23990,Opel,Corsa,2021,20'000 - 24'999,100,Sonstige,0,1,0
10491,1784,5,23990,Mercedes-Benz,CLA-Klasse,2016,85'000 - 89'999,136,Schwarz,1,0,0
10492,1630,5,13900,Suzuki,Swift,2018,30'000 - 34'999,140,Blau,0,1,1
10493,1752,5,47990,Opel,Insignia,2022,5'000 - 9'999,200,Sonstige,0,0,0
10494,3178,5,99999,Audi,S,2001,110'000 - 119'999,380,Rot,0,0,1
10495,3178,5,2990,Opel,Meriva,2005,95'000 - 99'999,101,Grau,0,2,1
10496,1784,5,25990,BMW,3er,2017,110'000 - 119'999,190,Schwarz,1,0,0
10497,3286,5,7000,Nissan,Pathfinder,2008,250'000 - 299'999,171,Grau,1,3,0
10499,1752,5,29534,Opel,Corsa,2022,5'000 - 9'999,100,Sonstige,0,1,0
10500,3178,5,13990,Citroën,C5,2016,140'000 - 149'999,181,Weiss,1,0,0
10501,3000,5,2300,Skoda,Octavia,2006,250'000 - 299'999,77,Weiss,1,0,1
10503,3210,5,15900,Toyota,4-Runner,1997,110'000 - 119'999,178,Grün,0,3,0
10504,1700,5,34900,Mercedes-Benz,CLC,2017,90'000 - 94'999,170,Weiss,1,3,0
10505,3178,5,22490,Land Rover,Defender,2001,200'000 - 249'999,122,Weiss,1,3,1
10506,1753,5,20900,Volvo,XC60,2015,100'000 - 109'999,181,Blau,1,3,1
10507,1752,5,45990,Opel,Grandland X,2021,10'000 - 14'999,181,Sonstige,2,3,0
10508,3286,5,9999,Mercedes-Benz,V-CLASS,2008,300'000 - 349'999,150,Blau,1,2,1
10509,1773,2,17900,Opel,Manta,1973,100'000 - 109'999,60,Blau,0,5,1
10510,1752,5,7900,Mitsubishi,Lancer,2013,120'000 - 129'999,150,Grau,1,0,1
10512,1753,5,42000,Mazda,CX-5,2022,5'000 - 9'999,194,Rot,0,3,0
10513,3178,3,8900,BMW,325,2002,180'000 - 189'999,193,Schwarz,0,1,0
10514,1752,5,38790,Mazda,CX-5,2022,5'000 - 9'999,194,Sonstige,0,3,0
10515,3286,4,7500,Volkswagen,Passat,2009,200'000 - 249'999,300,Braun,0,1,0
10516,3215,5,4700,Kia,Carens,2009,150'000 - 159'999,140,Schwarz,1,2,1
10517,1700,3,1800,Suzuki,Baleno,1998,250'000 - 299'999,1,Grün,0,1,1
10518,1752,5,33990,Opel,Insignia,2020,25'000 - 29'999,200,Sonstige,0,1,0
10519,1784,3,6400,Volkswagen,Scirocco,2009,160'000 - 169'999,122,Weiss,0,5,1
10520,3178,2,26990,Audi,A5,2015,60'000 - 64'999,190,Weiss,1,5,0
10522,1723,2,78190,BMW,Z-serien,2022,0 - 4'999,340,Schwarz,0,4,0
10523,3185,4,26950,Mercedes-Benz,S-Klasse,2001,120'000 - 129'999,360,Schwarz,0,1,0
10524,1752,5,34959,Opel,Insignia,2019,10'000 - 14'999,209,Sonstige,1,0,0
10527,1752,5,12900,Alfa Romeo,Giulietta,2015,100'000 - 109'999,120,Weiss,0,1,1
10529,1714,5,1900,Volkswagen,Polo,2002,130'000 - 139'999,65,Blau,0,1,1
10531,1753,4,22790,Volkswagen,Caddy,2020,50'000 - 54'999,102,Weiss,1,2,1
10532,3178,5,12900,Nissan,Patrol,1992,110'000 - 119'999,120,Grün,1,3,1
10533,1794,3,24900,Honda,CR-X,1993,150'000 - 159'999,220,Rot,0,5,1
10534,1784,5,26990,Audi,A4,2016,120'000 - 129'999,190,Weiss,1,0,0
10535,3214,5,8900,Volkswagen,Touran,2012,170'000 - 179'999,105,Schwarz,1,1,0
10536,3178,2,5490,Peugeot,207,2009,140'000 - 149'999,150,Grau,0,4,1
10537,1772,5,2500,Skoda,Roomster,2007,170'000 - 179'999,86,Blau,0,2,1
10538,1630,5,16499,Volkswagen,Caddy,2013,90'000 - 94'999,86,Braun,0,2,1
10539,3178,5,62990,Mercedes-Benz,A-Klasse,2019,20'000 - 24'999,306,Grau,0,1,0
10540,3186,5,3900,Volkswagen,Passat,2007,200'000 - 249'999,170,Schwarz,1,0,1
10541,1474,5,39000,Audi,S,2013,75'000 - 79'999,450,Grau,0,0,0
10542,1752,5,12590,Hyundai,i40,2013,110'000 - 119'999,177,Schwarz,0,0,1
10544,1714,3,10000,Mini,Cooper S,2006,110'000 - 119'999,210,Sonstige,0,4,1
10545,3178,5,24900,Mercedes-Benz,CLA-Klasse,2016,130'000 - 139'999,218,Grau,0,0,0
10546,1723,5,32900,Suzuki,Vitara,2022,0 - 4'999,129,Weiss,2,3,0
10547,3286,5,4000,SsangYong,Rexton,2005,180'000 - 189'999,165,Grau,1,3,0
10548,3280,5,2900,Peugeot,405,1990,50'000 - 54'999,120,Sonstige,0,0,0
10550,1784,5,14999,Peugeot,508,2016,130'000 - 139'999,181,Grau,1,0,0
10551,1636,5,23600,BMW,X3,2016,95'000 - 99'999,190,Weiss,1,3,0
10552,3184,5,23900,Peugeot,308,2020,15'000 - 19'999,130,Weiss,1,0,0
10553,3175,2,89500,Austin,Healey,1963,0 - 4'999,150,Sonstige,0,4,1
10554,1752,4,37500,Ford,Transit,2021,0 - 4'999,127,Weiss,2,2,0
10555,1752,5,26000,Suzuki,Vitara,2021,10'000 - 14'999,129,Grau,0,1,0
10556,1752,5,27990,Opel,Crossland,2021,5'000 - 9'999,130,Sonstige,0,3,0
10557,3280,5,12000,Mercedes-Benz,E-CLASS,2009,200'000 - 249'999,292,Grau,0,1,0
10558,3215,5,19990,Hyundai,i10,2021,0 - 4'999,100,Sonstige,0,1,1
10560,3212,3,1800,Volkswagen,Golf,2003,200'000 - 249'999,150,Grau,1,1,1
10561,3185,4,16950,BMW,5er,2012,120'000 - 129'999,258,Blau,1,1,1
10562,1784,3,13990,Ford,Fiesta,2016,70'000 - 74'999,140,Schwarz,0,1,1
10563,3186,2,1800,Audi,A4,2003,200'000 - 249'999,150,Grau,0,4,0
10564,1772,5,9500,Fiat,Panda,2013,70'000 - 74'999,85,Weiss,0,1,1
10565,3178,5,18700,Buick,other,1967,60'000 - 64'999,200,Sonstige,0,0,0
10566,3178,3,7990,Suzuki,Samurai,1996,110'000 - 119'999,69,Weiss,0,3,1
10567,1772,5,7900,Citroën,C3,2015,60'000 - 64'999,82,Schwarz,0,1,1
10568,1723,3,31900,Fiat,500,2020,20'000 - 24'999,180,Grün,0,1,0
10569,1784,5,12400,Dacia,Duster,2015,120'000 - 129'999,125,Weiss,0,3,1
10570,1784,5,13900,SsangYong,Tivoli,2016,35'000 - 39'999,128,Grau,0,3,1
10571,1784,5,19900,BMW,1er,2016,45'000 - 49'999,136,Schwarz,0,1,1
10572,1752,5,29959,Opel,Insignia,2018,30'000 - 34'999,209,Sonstige,1,0,0
10573,1753,5,17900,Mazda,CX-5,2016,100'000 - 109'999,150,Blau,1,3,1
10574,1753,5,12900,Mazda,5,2014,130'000 - 139'999,150,Weiss,0,2,1
10575,1723,5,43900,Mini,Mini Countryman,2020,20'000 - 24'999,306,Sonstige,0,3,0
10576,3184,4,14990,Mercedes-Benz,S-CLASS,2003,200'000 - 249'999,360,Silber,0,1,0
10577,1784,2,25999,Audi,TT,2016,130'000 - 139'999,230,Schwarz,0,4,0
10578,3286,5,9999,Volvo,V60,2011,150'000 - 159'999,205,Grau,1,0,0
10579,3286,5,3700,Peugeot,5008,2013,180'000 - 189'999,156,Weiss,0,2,1
10580,3178,5,9990,Audi,A4,2008,110'000 - 119'999,160,Grau,0,0,1
10581,1784,4,28900,Jaguar,XE,2016,55'000 - 59'999,180,Weiss,1,1,0
10582,3184,5,10900,Mercedes-Benz,C-CLASS,2011,250'000 - 299'999,231,Schwarz,1,0,0
10584,1712,5,5800,Mazda,6,2010,150'000 - 159'999,155,Grau,0,1,1
10585,1474,4,31500,Audi,A4,2018,5'000 - 9'999,150,Grau,1,1,1
10586,1700,5,5900,Peugeot,207,2010,85'000 - 89'999,120,Grau,0,1,1
10587,3185,5,8800,Nissan,Micra,2013,100'000 - 109'999,98,Sonstige,0,1,0
10588,3210,4,3100,Toyota,Prius,2003,200'000 - 249'999,72,Blau,2,1,0
10590,1752,4,17900,Ford,Transit,2017,130'000 - 139'999,105,Sonstige,1,2,1
10591,1752,5,42400,Mazda,CX-5,2022,5'000 - 9'999,184,Sonstige,1,3,0
10592,3178,5,9490,Mitsubishi,Grand Pajero,2000,250'000 - 299'999,165,Blau,1,3,0
10593,1753,5,20600,Renault,Clio,2020,20'000 - 24'999,101,Sonstige,0,1,0
10594,1752,5,24990,Ford,Focus,2021,5'000 - 9'999,125,Schwarz,0,1,1
10595,1752,5,30899,Opel,Grandland X,2020,0 - 4'999,130,Sonstige,0,3,0
10596,1753,5,42890,Volkswagen,Tiguan,2020,30'000 - 34'999,190,Grau,0,3,0
10598,3212,5,2300,Mercedes-Benz,A-CLASS,1998,140'000 - 149'999,102,Grau,0,1,1
10599,1752,3,10400,Ford,Fiesta,2015,75'000 - 79'999,100,Silber,0,1,0
10600,1752,4,20900,Jaguar,XE,2015,80'000 - 84'999,200,Schwarz,0,1,0
10601,1753,5,5500,Dacia,Sandero,2013,80'000 - 84'999,75,Sonstige,0,1,1
10602,1700,5,1900,Volkswagen,Golf,1998,140'000 - 149'999,75,Rot,0,1,1
10603,3178,2,7890,Suzuki,Samurai,1988,140'000 - 149'999,64,Grau,0,3,1
10604,3286,5,9000,Opel,Zafira,2014,150'000 - 159'999,110,Grau,1,2,1
10605,1752,5,28000,Opel,Corsa,2021,5'000 - 9'999,100,Sonstige,0,1,0
10606,1752,5,35019,Opel,Astra,2021,10'000 - 14'999,145,Sonstige,0,0,0
10607,1785,2,107850,Cadillac,De Ville,1960,85'000 - 89'999,325,Rot,0,4,0
10609,1541,5,3000,Citroën,C3,2003,130'000 - 139'999,60,Grau,0,1,1
10610,3286,2,19000,Renault,Master,2017,120'000 - 129'999,130,Schwarz,1,2,1
10611,1753,4,21900,Volkswagen,Caddy,2019,60'000 - 64'999,102,Weiss,1,2,1
10612,3178,3,8990,Suzuki,Jimny,1999,130'000 - 139'999,80,Rot,0,3,1
10613,1752,5,49400,Opel,Insignia,2022,5'000 - 9'999,200,Sonstige,0,0,0
10615,3178,5,8900,Mercedes-Benz,B-Klasse,2010,130'000 - 139'999,115,Schwarz,0,2,0
10616,1753,5,30590,Hyundai,Kona,2020,15'000 - 19'999,105,Grau,0,0,0
10617,1700,5,33900,BMW,740,2012,70'000 - 74'999,313,Weiss,1,1,0
10618,3185,5,25500,Nissan,Juke,2020,20'000 - 24'999,117,Weiss,0,3,0
10619,3285,5,30500,SEAT,Leon,2017,55'000 - 59'999,300,Schwarz,0,1,0
10620,3184,5,27900,Ford,Galaxy,2018,85'000 - 89'999,150,Weiss,1,2,0
10623,1618,5,2700,Volkswagen,Golf,2003,200'000 - 249'999,105,Blau,1,0,1
10624,1753,3,23790,Fiat,other,2020,50'000 - 54'999,180,Grau,0,1,1
10625,1784,3,8400,Fiat,500,2015,55'000 - 59'999,80,Weiss,0,1,1
10626,1541,5,4500,Nissan,Micra,2002,95'000 - 99'999,82,Grau,0,1,0
10628,1752,4,37830,Opel,Combo,2022,5'000 - 9'999,136,Sonstige,2,2,0
10629,1752,5,28999,Opel,Grandland X,2020,0 - 4'999,130,Sonstige,0,3,1
10630,3286,3,14000,Ford,Transit,2019,30'000 - 34'999,100,Weiss,0,2,1
10631,3185,5,33950,Land Rover,Range Rover,2015,160'000 - 169'999,306,Weiss,1,3,0
10632,3184,2,33900,Jaguar,XK,2006,45'000 - 49'999,298,Grau,0,4,0
10633,1752,5,30999,Opel,Mokka,2022,0 - 4'999,130,Sonstige,0,3,1
10636,1563,5,1500,BMW,330,2003,200'000 - 249'999,8,Grau,0,0,0
10637,1473,5,12900,Ford,Galaxy,2012,95'000 - 99'999,163,Grau,1,2,1
10638,1628,2,16500,Fiat,500,1971,0 - 4'999,32,Gelb,0,1,1
10639,3178,3,3990,Citroën,C1,2009,140'000 - 149'999,68,Grau,0,1,1
10640,1752,5,10300,Opel,Corsa,2015,75'000 - 79'999,115,Schwarz,0,1,1
10641,1784,5,99900,Porsche,Cayenne,2018,75'000 - 79'999,549,Weiss,0,3,0
10643,1617,2,199900,Ferrari,Portofino,2018,25'000 - 29'999,599,Grau,0,4,0
10644,1723,4,38900,Mercedes-Benz,C-Klasse,2019,50'000 - 54'999,204,Schwarz,2,1,0
10646,1784,5,14900,DS Automobiles,DS5,2015,85'000 - 89'999,165,Blau,0,0,0
10649,1784,5,28990,SEAT,Ateca,2019,55'000 - 59'999,150,Schwarz,1,3,1
10650,1752,5,29000,Opel,Astra,2021,5'000 - 9'999,145,Sonstige,0,0,1
10651,1753,5,63590,Volkswagen,Tiguan,2021,10'000 - 14'999,320,Grau,0,3,0
10652,1752,5,29990,Opel,Insignia,2017,30'000 - 34'999,260,Sonstige,0,1,0
10654,3286,5,21500,Peugeot,5008,2018,120'000 - 129'999,120,Weiss,1,3,0
10655,3186,2,14000,BMW,6-serien,2006,130'000 - 139'999,367,Grau,0,5,1
10657,3210,3,3000,Mini,Cooper S,2004,160'000 - 169'999,170,Grün,0,5,1
10658,1773,3,16500,Ford,Capri,1982,140'000 - 149'999,114,Weiss,0,5,1
10659,3185,5,14410,Renault,Clio,2017,50'000 - 54'999,118,Schwarz,0,0,1
10661,1752,5,31959,Opel,Insignia,2018,20'000 - 24'999,209,Sonstige,1,0,0
10663,1753,5,43850,Nissan,Qashqai,2022,0 - 4'999,158,Blau,2,3,0
10665,1723,5,20280,Kia,Picanto,2022,0 - 4'999,84,Grau,0,1,1
10666,3286,5,8000,Opel,Corsa,2016,110'000 - 119'999,69,Weiss,0,1,1
10667,3215,2,3300,Opel,Tigra,2005,180'000 - 189'999,125,Blau,0,4,1
10668,1723,2,55000,Lotus,Exige,2007,50'000 - 54'999,256,Gelb,0,5,1
10669,1752,5,40900,Audi,Q5,2017,50'000 - 54'999,252,Sonstige,0,3,0
10670,1618,5,47000,Subaru,Legacy/Outback,2021,10'000 - 14'999,168,Grün,0,0,0
10671,1716,5,24444,Land Rover,Evoque,2016,95'000 - 99'999,150,Weiss,1,3,0
10672,1752,5,32959,Opel,Insignia,2018,30'000 - 34'999,209,Sonstige,1,0,0
10673,3178,5,3490,Daihatsu,Sirion,2001,150'000 - 159'999,102,Grau,0,1,1
10674,3178,2,85999,Audi,S,2021,5'000 - 9'999,450,Blau,0,5,0
10675,1563,5,2500,Kia,Cerato,2004,200'000 - 249'999,105,Grau,0,1,1
10676,1752,5,28890,Opel,Crossland,2021,5'000 - 9'999,130,Sonstige,0,3,1
10677,1784,5,16900,Audi,Q3,2012,130'000 - 139'999,170,Weiss,0,3,1
10678,1752,4,43500,Ford,Transit,2022,0 - 4'999,127,Grau,2,2,0
10679,3286,5,4000,Renault,Kangoo,2011,190'000 - 199'999,106,Braun,0,2,1
10680,1470,5,24400,Hyundai,Bayon,2021,0 - 4'999,100,Sonstige,0,3,1
10682,1784,5,25400,Jeep,Cherokee,2019,50'000 - 54'999,200,Rot,1,3,0
10683,3185,5,27950,Mercedes-Benz,A-Klasse,2015,110'000 - 119'999,360,Weiss,0,1,0
10685,1752,5,44850,Kia,Stinger GT,2018,35'000 - 39'999,370,Sonstige,0,1,0
10686,1752,5,21900,Ford,Fiesta,2022,5'000 - 9'999,125,Weiss,2,1,1
10689,1784,4,26990,Mercedes-Benz,CLA-Klasse,2014,160'000 - 169'999,360,Grau,0,1,0
10691,1752,5,24390,Opel,Corsa,2021,10'000 - 14'999,100,Sonstige,0,1,0
10692,3286,5,3200,Ford,Focus,2012,110'000 - 119'999,125,Schwarz,0,1,1
10693,1700,5,11000,BMW,520,1982,95'000 - 99'999,125,Grün,0,1,1
10694,1723,5,58619,BMW,1er,2022,0 - 4'999,190,Weiss,1,1,0
10695,1752,5,22990,Opel,Corsa,2021,10'000 - 14'999,100,Sonstige,0,1,1
10696,1784,4,32990,Mercedes-Benz,C-Klasse,2018,80'000 - 84'999,204,Schwarz,1,1,0
10697,1617,5,89900,Mercedes-Benz,G-Klasse,2014,85'000 - 89'999,544,Grau,0,3,0
10699,3286,5,3000,Fiat,Qubo,2012,170'000 - 179'999,73,Blau,0,2,0
10700,1773,3,14500,Ford,Capri,1981,130'000 - 139'999,114,Weiss,0,5,0
10701,3286,5,1500,Opel,Zafira,2007,200'000 - 249'999,140,Schwarz,0,2,1
10702,1752,5,19990,Subaru,Forester,2015,95'000 - 99'999,150,Weiss,0,3,0
10703,1735,5,3850,Volkswagen,Polo,2004,250'000 - 299'999,75,Grau,0,1,1
10704,3178,3,7990,Mitsubishi,Pajero,2004,200'000 - 249'999,115,Grün,1,3,1
10705,1752,5,7500,Chevrolet,Spark,2014,35'000 - 39'999,81,Sonstige,0,1,1
10707,1563,3,3200,Peugeot,207,2008,200'000 - 249'999,109,Blau,1,1,1
10708,3286,5,6000,Skoda,Fabia,2015,180'000 - 189'999,90,Schwarz,1,0,0
10709,1752,5,24290,Opel,Corsa,2021,15'000 - 19'999,130,Sonstige,0,1,0
10710,3178,5,15990,BMW,5er,2013,120'000 - 129'999,184,Blau,0,0,0
10711,3185,5,14500,Mazda,2,2016,55'000 - 59'999,115,Grau,0,1,1
10712,3175,2,45000,Lotus,Elan,1968,80'000 - 84'999,115,Rot,0,5,1
10713,1564,5,7800,SEAT,Leon,2007,170'000 - 179'999,240,Gelb,0,1,1
10714,1772,5,7500,Mercedes-Benz,V-CLASS,2011,350'000 - 399'999,163,Sonstige,1,0,0
10715,3210,5,7900,Mercedes-Benz,Viano,2006,250'000 - 299'999,150,Silber,1,2,1
10716,1752,5,40900,Mazda,6,2021,5'000 - 9'999,165,Sonstige,0,0,1
10717,1784,3,9990,Audi,A1,2011,140'000 - 149'999,122,Schwarz,0,1,1
10718,1752,5,32900,Opel,Mokka,2021,5'000 - 9'999,130,Sonstige,0,3,0
10719,1752,5,31850,Audi,Q5,2017,80'000 - 84'999,190,Weiss,1,3,0
10720,1791,5,2400,Ford,Fiesta,2007,180'000 - 189'999,65,Grau,0,5,1
10721,1723,5,76900,Land Rover,Discovery,2019,30'000 - 34'999,306,Grau,1,3,0
10722,1753,5,22790,Opel,Crossland X,2020,15'000 - 19'999,110,Blau,0,0,0
10723,1784,5,7990,Volkswagen,Golf,2013,130'000 - 139'999,160,Grau,0,1,1
10724,1785,5,39850,Volkswagen,Typ 2,1974,110'000 - 119'999,50,Weiss,0,2,1
10725,1784,3,3990,Opel,Corsa,2008,90'000 - 94'999,60,Weiss,0,1,1
10726,3178,5,34999,Ford,Edge,2019,75'000 - 79'999,238,Weiss,1,3,0
10727,3286,3,3500,DS Automobiles,DS3,2011,120'000 - 129'999,156,Schwarz,0,1,1
10728,1541,5,7500,Renault,Twingo,2014,80'000 - 84'999,70,Blau,0,1,1
10729,3178,3,21990,BMW,1er,2015,120'000 - 129'999,190,Schwarz,1,1,0
10730,1752,5,20850,Mazda,CX-5,2015,95'000 - 99'999,175,Weiss,1,3,0
10731,3178,3,6900,Suzuki,Jimny,2009,120'000 - 129'999,86,Blau,1,3,1
10732,3175,2,49500,Porsche,550,1965,95'000 - 99'999,34,Grau,0,4,1
10733,1752,5,26999,Opel,Corsa,2022,0 - 4'999,100,Sonstige,0,1,1
10735,1784,5,19600,Citroën,C3,2019,35'000 - 39'999,120,Rot,1,3,0
10737,3178,3,8900,Chrysler,Sebring,2009,150'000 - 159'999,186,Schwarz,0,4,0
10738,1753,5,18900,Renault,Clio,2020,15'000 - 19'999,101,Sonstige,0,1,1
10739,3175,2,39900,MG,MGA,1962,55'000 - 59'999,80,Weiss,0,4,1
10741,1696,5,5900,Audi,A4,2003,200'000 - 249'999,190,Grau,0,0,1
10743,3286,5,9999,Volkswagen,Touran,2011,160'000 - 169'999,140,Grau,0,2,1
10746,1723,5,50500,Jaguar,E-Pace,2021,0 - 4'999,150,Weiss,1,3,0
10747,3178,5,7990,Citroën,C5,2008,100'000 - 109'999,136,Blau,1,0,0
10748,1712,4,550,Suzuki,Liana,2001,190'000 - 199'999,105,Blau,0,1,1
10749,3175,5,33000,Audi,A7,2014,140'000 - 149'999,333,Schwarz,0,1,0
10750,1680,5,12000,Volkswagen,Tiguan,2012,200'000 - 249'999,200,Weiss,0,3,1
10751,1713,2,4500,Opel,Tigra,2005,120'000 - 129'999,125,Schwarz,0,4,1
10752,3178,5,9990,Ford,Focus,2009,170'000 - 179'999,225,Schwarz,0,1,1
10754,1723,4,46800,BMW,3er,2021,15'000 - 19'999,184,Weiss,0,1,0
10755,1563,5,3200,Nissan,Almera,2006,150'000 - 159'999,114,Grau,0,1,1
10756,1723,5,39900,Jaguar,F-Pace,2016,60'000 - 64'999,300,Grau,1,3,0
10757,1723,5,58180,Kia,EV6,2021,5'000 - 9'999,228,Schwarz,2,1,0
10758,1784,2,99900,Bentley,Continental,2014,45'000 - 49'999,507,Grau,0,4,0
10759,1753,5,49390,Porsche,Macan,2016,25'000 - 29'999,252,Grau,0,0,0
10760,1753,5,24790,Volkswagen,T-Roc,2019,40'000 - 44'999,115,Weiss,0,3,1
10761,1752,5,24290,Opel,Corsa,2021,20'000 - 24'999,130,Sonstige,0,1,0
10762,1617,2,24900,Mercedes-Benz,CL,2007,75'000 - 79'999,388,Silber,0,5,0
10763,3178,5,52999,Audi,Q3,2020,10'000 - 14'999,190,Rot,0,3,0
10764,3186,2,900,Audi,A3,2001,200'000 - 249'999,137,Schwarz,0,1,1
10766,1784,5,9990,Hyundai,i10,2016,110'000 - 119'999,87,Weiss,0,1,0
